gf_id	category	lemma	governed_case	representative_synsets	sources	source_details	validation_status	exact_lexicon_function	alternate_lexicon_functions	flags
hap_zjarr_N	N	hap zjarr		00986938-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
hapa_N	N	hapa		00533922-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hapa_kercimi_N	N	hapa kërcimi		00533922-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
hapje_N	N	hapje		00383390-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hapsire_N	N	hapsire		06389553-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hapsire_e_bardhe_N	N	hapsire e bardhe		06389553-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
hapsire_loje_N	N	hapsire loje		08570758-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
hapsire_matematike_N	N	hapsire matematike		08001685-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
hapsire_topologjike_N	N	hapsire topologjike		08001685-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
hapesire_N	N	hapësirë		05062748-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hapesire_ndarje_N	N	hapësirë ndarje		05083328-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
hapesire_zone_N	N	hapësirë,zonë		02735688-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet,punctuation
hard_drive_N	N	hard drive		03209666-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
hardhi_N	N	hardhi		13100677-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hark_N	N	hark		02733524-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
harmoni_N	N	harmoni		07175241-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hartim_N	N	hartim		03081660-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
harte_N	N	hartë		03720163-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
harxhim_N	N	harxhim		13451804-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hebre_N	N	Hebre		09681351-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			case_marked,pos_from_wordnet
hedhje_N	N	hedhje		00043609-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hedhje_poshte_N	N	hedhje poshtë		00203342-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
hedhje_shorti_N	N	hedhje shorti		00183505-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
heje_N	N	heje		00216174-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hekur_N	N	hekur		03585337-n	Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | iron_N	baseline_lexicon_exact	iron_N		lexicon_sqi_exact,pos_from_wordnet
helikopter_N	N	helikopter		03512147-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
helm_N	N	helm		15032376-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hemisfere_N	N	hemisferë		08583095-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
heq_N	N	heq		00043609-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
heq_dore_N	N	heq dore		07206096-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
hesht_N	N	hesht		01062817-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
heshtje_N	N	heshtje		04652438-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
heshte_N	N	heshtë		04271148-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hetim_N	N	hetim		00633864-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hi_N	N	hi			Baseline LexiconSqi	ashes_N	baseline_lexicon_exact	ashes_N		lexicon_sqi_exact
hidhem_N	N	hidhem		00119568-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hidherim_N	N	hidhërim		13989051-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hijeshi_N	N	hijeshi		14458181-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hile_N	N	hile		00752431-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hipoteze_N	N	hipotezë		05888929-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
histori_N	N	histori		06514093-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
histori_dashurie_N	N	histori dashurie		13931436-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
histori_jete_N	N	histori jete		06515827-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
hit_N	N	hit		00064504-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hic_N	N	hiç		13740168-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
holl_N	N	holl		03718581-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
holl_sallon_pritje_N	N	holl ,sallon pritje		03478756-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet,punctuation
hollesi_N	N	hollësi		04711256-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hominid_N	N	hominid		02471762-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hormon_N	N	hormon		05407119-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hotel_N	N	hotel		03541696-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hotel_i_vogel_N	N	hotel i vogël		03541537-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
hoy_N	N	hoy		02792552-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
huadhenie_N	N	huadhënie		13398953-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
humaniteti_N	N	humaniteti		02472987-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
humbje_N	N	humbje		00067526-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
humbje_e_mendjes_N	N	humbje e mendjes		00515414-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
humbje_financiare_N	N	humbje financiare		13327896-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
humbje_ndjenjash_N	N	humbje ndjenjash		05678932-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
humor_N	N	humor		07551052-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hunde_N	N	hundë			Baseline LexiconSqi	nose_N	baseline_lexicon_exact	nose_N		lexicon_sqi_exact
hutim_N	N	hutim		00515414-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hydrokarbur_N	N	hydrokarbur		14911057-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hyjni_N	N	hyjni		09505418-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hymenopter_N	N	hymenopter		02206270-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hymenopteran_N	N	hymenopteran		02206270-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hymenopteron_N	N	hymenopteron		02206270-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hymenopterous_insect_N	N	hymenopterous insect		02206270-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
hyrje_N	N	hyrje		00049003-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
hene_N	N	hënë		09358550-n	Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | moon_N	baseline_lexicon_exact	moon_N		lexicon_sqi_exact,pos_from_wordnet
i_anasjellte_N	N	i anasjelltë		13858833-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_ardhur_N	N	i ardhur		00049003-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_burgosur_N	N	i burgosur		13998576-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_dashur_N	N	i dashur		09849598-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_dashuruar_N	N	i dashuruar		09622302-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_dhimshem_N	N	i dhimshëm		13989051-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_eger_N	N	i egër		13939353-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_embel_N	N	i embel		09849598-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_erret_N	N	i errët		13983515-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_fuqishem_N	N	i fuqishëm		14482620-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_gatshem_N	N	i gatshëm		01143040-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_gjalle_N	N	i gjallë		13961642-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_gjithe_N	N	i gjithë		00003553-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_hedhur_N	N	i hedhur		13961642-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_huaj_N	N	i huaj		10103485-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_jashtem_N	N	i jashtëm		08613593-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_kundert_N	N	i kundërt		13858833-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_kushtueshem_N	N	i kushtueshëm		14492373-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_luget_N	N	i lugët		13864965-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_moshuar_N	N	i moshuar		10376523-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_ngrenshme_N	N	i ngrënshme		07556637-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_njome_N	N	i njomë		01321579-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_pafat_N	N	i pafat		09630641-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_palidhur_N	N	i palidhur		13794226-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_paprekur_N	N	i paprekur		14526764-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_pari_N	N	i pari		09906986-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_pavdekshem_N	N	i pavdekshem		09505418-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_potershem_N	N	i potershëm		00064504-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_punesuar_N	N	i punësuar		10053808-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_perkohshem_N	N	i përkohshëm		05044528-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_ri_N	N	i ri		09917593-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_rrumbullake_N	N	i rrumbullake		07961016-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_shpejte_N	N	i shpejtë		05058140-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_shtrenjte_N	N	i shtrenjtë		09849598-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_semure_N	N	i sëmurë		14052046-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_vdekshem_N	N	i vdekshëm		00007846-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_zoti_N	N	i zoti		09762509-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ibrik_N	N	ibrik		13769033-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ide_N	N	ide		05770926-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ide_e_drejte_N	N	ide e drejtë		04753455-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ideal_N	N	ideal		05923696-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
identifikim_N	N	identifikim		06885083-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
identik_N	N	identik		04743024-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
identitet_N	N	identitet		04618070-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ideologji_N	N	ideologji		06212839-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
idiom_N	N	idiom		07154330-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
idiom_frazeologjike_N	N	idiom frazeologjike		07154330-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ikje_N	N	ikje		00042757-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ikon_N	N	ikon		03925226-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ilac_N	N	ilaç		03740161-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ilac_qetesues_N	N	ilaç qetësues		04166553-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
iluminim_N	N	iluminim		13983147-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ilustrim_N	N	ilustrim		05820620-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
imagjinate_N	N	imagjinatë		05625465-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
imitacion_N	N	imitacion		00549472-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
imitim_N	N	imitim		00549284-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
impiant_ngrohje_N	N	impiant ngrohje		03509025-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
implementim_N	N	implementim		00044150-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
import_N	N	import		03564667-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
importim_N	N	importim		03564667-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
impotence_N	N	impotencë		05204637-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
impuls_N	N	impuls		07308042-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
impuls_nervor_N	N	impuls nervor		07308042-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
inat_N	N	inat		07516354-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
incident_N	N	incident		07307477-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ind_N	N	ind		05267345-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
indiference_N	N	indiference		07505676-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
indigjen_N	N	indigjen		09620794-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
individ_N	N	individ		00007846-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
individuale_N	N	individuale		10203839-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
individualitet_N	N	individualitet		04618070-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
industri_N	N	industri		00923444-n	Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | industry_N	baseline_lexicon_exact	industry_N		lexicon_sqi_exact,pos_from_wordnet
inekzistence_N	N	inekzistencë		13959931-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
infeksion_N	N	infeksion		14174549-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
infektim_N	N	infektim		00276987-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
infermiere_N	N	infermiere		10366966-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
inflacion_N	N	inflacion		13498828-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
influence_N	N	influencë		00157081-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
informacion_N	N	informacion		05816287-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
informim_N	N	informim		06634376-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
informuar_N	N	informuar		05675905-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
infrastrukture_N	N	infrastrukturë		03569964-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ingredient_N	N	ingredient		07809096-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
inkrement_N	N	inkrement		13497135-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
inkuadrim_N	N	inkuadrim		03391770-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
inspektim_N	N	inspektim		00652069-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
instalim_N	N	instalim		00266806-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
instance_N	N	instance		07308889-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
institucion_N	N	institucion		03297735-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
institucion_edukimi_N	N	institucion edukimi		08276342-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
institucion_mjekesor_N	N	institucion mjekësor		08053905-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
institut_N	N	institut		08407330-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
instrument_N	N	instrument		03574816-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
instrument_i_njehsueshem_N	N	instrument i njehsueshëm		03733925-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
instrument_ligji_N	N	instrument ligji		06479665-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
instrument_me_perkusion_N	N	instrument me perkusion		03915437-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
instrumenta_me_tela_N	N	instrumenta me tela		04338517-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
instrumente_N	N	instrumente		03575240-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
instrumente_muzikore_N	N	instrumente muzikore		03800933-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
instrumentist_N	N	instrumentist		10340312-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
intelekt_N	N	intelekt		05618849-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
intelektual_N	N	intelektual		09621545-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
inteligjence_N	N	inteligjencë		05617606-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
interes_N	N	interes		05682950-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
interesant_N	N	interesant		05192451-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
interesante_N	N	interesante		05192451-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
interesim_N	N	interesim		00431552-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
interferent_N	N	interferent		01073995-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
interlinje_N	N	interlinjë		03651265-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
interpretoj_N	N	interpretoj		00548326-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
interrogim_N	N	interrogim		07193958-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
interstice_N	N	interstice		05230171-n	Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
